No,ID,Pattern,Trap,Correct Letter,Correct Answer To Look For,Rule Capsule,Most Popular Wrong,Most Popular Wrong Choice,Nugget,Word Count
103,18002,"Tessa agreed to drive a getaway car for an armed robbery. An hour before the robbery, she texted the others that she was out, drove the car away from the meeting place, and called the store to warn that a…","Liability for later consequences can be cut off by effective withdrawal before the crime, communication to the other participants, and neutralization of prior assistance",C,"No, because she effectively withdrew before the robbery and neutralized her assistance","A participant who effectively withdraws from the felony before the fatal act, communicates withdrawal, and attempts to neutralize assistance is generally not liable for later felony-murder consequences",A,"Yes, because she originally agreed to help commit the robbery","103. ID 18002 | Pattern: Tessa agreed to drive a getaway car for an armed robbery. An hour before the robbery, she texted the others that she was out, drove the car away from the meeting place, and called the store to warn that a… | Trap: Liability for later consequences can be cut off by effective withdrawal before the crime, communication to the other participants, and neutralization of prior assistance | Look for: C — No, because she effectively withdrew before the robbery and neutralized her assistance. Rule: A participant who effectively withdraws from the felony before the fatal act, communicates withdrawal, and attempts to neutralize assistance is generally not liable for later felony-murder consequences",116
104,14731,"A woman broke off her engagement to a man but refused to return the engagement ring the man had given her. One night, the man entered the woman's house after midnight to retrieve the ring. Although the woman was not…","This fact does not provide a defense to burglary, because the man still broke into and entered the house without the woman's consent",B,The man incorrectly and unreasonably believed that he was legally entitled to the ring,"The crime of burglary requires that the breaking and entering of the dwelling have been done at night, with the intent to commit an underlying felony (in most cases, larceny). The man's subjective belief that he was entitled to the ring (even…",D,The man took nothing of value from the house.,"104. ID 14731 | Pattern: A woman broke off her engagement to a man but refused to return the engagement ring the man had given her. One night, the man entered the woman's house after midnight to retrieve the ring. Although the woman was not… | Trap: This fact does not provide a defense to burglary, because the man still broke into and entered the house without the woman's consent | Look for: B — The man incorrectly and unreasonably believed that he was legally entitled to the ring. Rule: The crime of burglary requires that the breaking and entering of the dwelling have been done at night, with the intent to commit an underlying felony (in most cases, larceny). The man's subjective belief that he was entitled to the ring (even…",132
105,18944,"Officers reasonably suspect Tom of shoplifting after seeing him hide store merchandise under his coat. They stop him outside the store. Tom is calm, cooperative, makes no threatening movement, and has no visible bulge. Without more, an officer pats him…",Stop and frisk are separate intrusions with separate justifications,A,"No, because officers lacked reasonable suspicion that Tom was armed and dangerous",A Terry frisk is permitted only when officers reasonably suspect the stopped person is armed and dangerous; reasonable suspicion of crime alone is not enough,B,"Yes, because every valid Terry stop includes a frisk","105. ID 18944 | Pattern: Officers reasonably suspect Tom of shoplifting after seeing him hide store merchandise under his coat. They stop him outside the store. Tom is calm, cooperative, makes no threatening movement, and has no visible bulge. Without more, an officer pats him… | Trap: Stop and frisk are separate intrusions with separate justifications | Look for: A — No, because officers lacked reasonable suspicion that Tom was armed and dangerous. Rule: A Terry frisk is permitted only when officers reasonably suspect the stopped person is armed and dangerous; reasonable suspicion of crime alone is not enough",99
106,16117,"In the course of robbing a bank, the defendant pointed a gun at three bank tellers and the bank manager and ordered them to go from the bank lobby to the back room while his confederate attempted to open the…","In some jurisdictions, a ransom demand makes the defendant guilty of a more serious degree of the crime, but no jurisdiction requires a ransom demand as an essential element of…",C,ordering the bank manager to go from the bank lobby to the back room was incidental and necessary to the commission of the robbery,Kidnapping is the intentional asportation and confinement of a person against the person's will by means of force or threat and without lawful authority,A,he did not demand a ransom.,"106. ID 16117 | Pattern: In the course of robbing a bank, the defendant pointed a gun at three bank tellers and the bank manager and ordered them to go from the bank lobby to the back room while his confederate attempted to open the… | Trap: In some jurisdictions, a ransom demand makes the defendant guilty of a more serious degree of the crime, but no jurisdiction requires a ransom demand as an essential element of… | Look for: C — ordering the bank manager to go from the bank lobby to the back room was incidental and necessary to the commission of the robbery. Rule: Kidnapping is the intentional asportation and confinement of a person against the person's will by means of force or threat and without lawful authority",131
107,20812,"Same facts as CR-076: Agent Reyes, working undercover, approached Leonard and proposed that they jointly sell stolen electronics. Leonard agreed and provided a list of items he could supply. Agent Reyes never intended to complete any sale. The jurisdiction has…",This is an MPC jurisdiction. The MPC deliberately abandoned the bilateral requirement,B,"Yes, because under the MPC only Leonard's agreement and criminal intent need to be proved","Under the MPC, conspiracy is unilateral: a person is guilty if he agrees with another to commit a crime, even if that other person feigns agreement or is acquitted; only the agreeing defendant's genuine intent is required",A,"No, because there was no genuine bilateral agreement","107. ID 20812 | Pattern: Same facts as CR-076: Agent Reyes, working undercover, approached Leonard and proposed that they jointly sell stolen electronics. Leonard agreed and provided a list of items he could supply. Agent Reyes never intended to complete any sale. The jurisdiction has… | Trap: This is an MPC jurisdiction. The MPC deliberately abandoned the bilateral requirement | Look for: B — Yes, because under the MPC only Leonard's agreement and criminal intent need to be proved. Rule: Under the MPC, conspiracy is unilateral: a person is guilty if he agrees with another to commit a crime, even if that other person feigns agreement or is acquitted; only the agreeing defendant's genuine intent is required",117
108,21869,"Police have an arrest warrant for Victor. They receive a tip that Victor is visiting a friend's apartment. Without consent, exigency, or a search warrant for the apartment, officers enter the friend's home and arrest Victor in a bedroom. Was…",A third party's home has its own Fourth Amendment protection,B,"No, because police needed a search warrant for the third party's home or a valid exception",An arrest warrant for a suspect does not by itself authorize entry into a third party's home; police generally need a search warrant or an exception,A,"Yes, because an arrest warrant follows the suspect into any home","108. ID 21869 | Pattern: Police have an arrest warrant for Victor. They receive a tip that Victor is visiting a friend's apartment. Without consent, exigency, or a search warrant for the apartment, officers enter the friend's home and arrest Victor in a bedroom. Was… | Trap: A third party's home has its own Fourth Amendment protection | Look for: B — No, because police needed a search warrant for the third party's home or a valid exception. Rule: An arrest warrant for a suspect does not by itself authorize entry into a third party's home; police generally need a search warrant or an exception",105
109,16179,"A defendant was charged with armed robbery. The defendant had only an eighth-grade education and no legal knowledge. At a pretrial hearing, the defendant told the judge that he was unhappy with the public defender who had been appointed to…",Do not call self-representation valid merely because the defendant chose it; waiver of counsel must be knowing and intelligent on the record,D,"Yes, because the record does not establish a valid waiver of the right to counsel","” When a criminal defendant wishes to waive his Sixth Amendment right to assistance of counsel, and to instead represent himself at trial, he has a Sixth Amendment right to elect to do so. However, because the right to assistance of counsel…",B,"No, because the trial court’s error was harmless in light of the overwhelming evidence.","109. ID 16179 | Pattern: A defendant was charged with armed robbery. The defendant had only an eighth-grade education and no legal knowledge. At a pretrial hearing, the defendant told the judge that he was unhappy with the public defender who had been appointed to… | Trap: Do not call self-representation valid merely because the defendant chose it; waiver of counsel must be knowing and intelligent on the record | Look for: D — Yes, because the record does not establish a valid waiver of the right to counsel. Rule: ” When a criminal defendant wishes to waive his Sixth Amendment right to assistance of counsel, and to instead represent himself at trial, he has a Sixth Amendment right to elect to do so. However, because the right to assistance of counsel…",132
110,21168,"Nora sees a painting hanging in her cousin's apartment and honestly believes it is the same painting her grandmother left to Nora in a will. Without asking, Nora takes the painting to her own home, intending to keep it as…",A sincere claim of right can negate larcenous intent even when the taking is civilly wrongful,C,"No, because her sincere belief in a right to the specific painting negates larcenous intent",A defendant who honestly believes he has a right to the specific property taken generally lacks the larcenous intent required for larceny,A,"Yes, because Nora did not ask permission before taking the painting","110. ID 21168 | Pattern: Nora sees a painting hanging in her cousin's apartment and honestly believes it is the same painting her grandmother left to Nora in a will. Without asking, Nora takes the painting to her own home, intending to keep it as… | Trap: A sincere claim of right can negate larcenous intent even when the taking is civilly wrongful | Look for: C — No, because her sincere belief in a right to the specific painting negates larcenous intent. Rule: A defendant who honestly believes he has a right to the specific property taken generally lacks the larcenous intent required for larceny",106
111,21357,"Norbert is a cashier at a hardware store. His manager asks him to take the day's cash receipts to the bank for deposit. While walking to the bank, Norbert decides to pocket $400 from the deposit bag and deposit only…",Larceny requires a trespassory taking — one in which the defendant had no lawful right to possession at the moment of taking,B,"Embezzlement, because Norbert fraudulently converted property entrusted to him","Embezzlement requires that the defendant's initial possession of the property be lawful — typically through entrustment by the owner in a fiduciary or employment relationship. If the initial taking was trespassory, the crime is larceny, not embezzlement",A,"Larceny, because Norbert took the $400 without the owner's consent","111. ID 21357 | Pattern: Norbert is a cashier at a hardware store. His manager asks him to take the day's cash receipts to the bank for deposit. While walking to the bank, Norbert decides to pocket $400 from the deposit bag and deposit only… | Trap: Larceny requires a trespassory taking — one in which the defendant had no lawful right to possession at the moment of taking | Look for: B — Embezzlement, because Norbert fraudulently converted property entrusted to him. Rule: Embezzlement requires that the defendant's initial possession of the property be lawful — typically through entrustment by the owner in a fiduciary or employment relationship. If the initial taking was trespassory, the crime is larceny, not embezzlement",121
112,18861,"Evan's supervisor tells him that unless he falsifies customer refund records by Friday, Evan will be fired and blacklisted in the industry. Evan believes he will lose his apartment if fired. He falsifies the records and is charged with fraud.…",Duress requires an imminent threat of death or serious bodily harm,C,"No, because economic pressure is not the type of imminent physical threat required for duress","Duress requires an imminent threat of death or serious bodily harm, not merely economic pressure, job loss, embarrassment, or financial ruin",A,"Yes, because losing housing is a serious consequence","112. ID 18861 | Pattern: Evan's supervisor tells him that unless he falsifies customer refund records by Friday, Evan will be fired and blacklisted in the industry. Evan believes he will lose his apartment if fired. He falsifies the records and is charged with fraud.… | Trap: Duress requires an imminent threat of death or serious bodily harm | Look for: C — No, because economic pressure is not the type of imminent physical threat required for duress. Rule: Duress requires an imminent threat of death or serious bodily harm, not merely economic pressure, job loss, embarrassment, or financial ruin",100
113,20127,"Officers arrested Victor for robbery and questioned him without Miranda warnings. Victor voluntarily said, ""The stolen watch is in my locker."" Officers obtained a valid search warrant for the locker based on the statement and found the watch. The prosecution…",Physical fruits of a voluntary unwarned statement are generally not suppressed for a Miranda violation,C,"No, because physical evidence derived from a voluntary unwarned statement need not be suppressed",A Miranda violation does not require suppression of physical evidence discovered through an unwarned but voluntary statement,A,"Yes, because all evidence derived from an unwarned statement is fruit of the poisonous tree","113. ID 20127 | Pattern: Officers arrested Victor for robbery and questioned him without Miranda warnings. Victor voluntarily said, ""The stolen watch is in my locker."" Officers obtained a valid search warrant for the locker based on the statement and found the watch. The prosecution… | Trap: Physical fruits of a voluntary unwarned statement are generally not suppressed for a Miranda violation | Look for: C — No, because physical evidence derived from a voluntary unwarned statement need not be suppressed. Rule: A Miranda violation does not require suppression of physical evidence discovered through an unwarned but voluntary statement",99
114,21024,"Police arrested Omar for selling drugs under the street name ""Northside O."" At booking, before Miranda warnings, an officer asked for Omar's name, address, date of birth, and ""the street name you used for sales on Maple Avenue."" Omar answered…",The exception covers routine administrative data. A question tying Omar to drug sales was investigative and likely to elicit incriminating evidence,C,"No, because the alias question was reasonably likely to elicit an incriminating response","The booking exception covers routine administrative identity questions, not questions police should know are reasonably likely to elicit incriminating responses",A,"Yes, because all questions asked during booking are exempt from Miranda","114. ID 21024 | Pattern: Police arrested Omar for selling drugs under the street name ""Northside O."" At booking, before Miranda warnings, an officer asked for Omar's name, address, date of birth, and ""the street name you used for sales on Maple Avenue."" Omar answered… | Trap: The exception covers routine administrative data. A question tying Omar to drug sales was investigative and likely to elicit incriminating evidence | Look for: C — No, because the alias question was reasonably likely to elicit an incriminating response. Rule: The booking exception covers routine administrative identity questions, not questions police should know are reasonably likely to elicit incriminating responses",107
115,19289,"After a bitter business dispute, Vance told Leah, ""Someday soon, I will make you pay."" Two days later, Leah saw Vance sitting unarmed at a cafe. Vance did not approach or threaten her. Leah, fearing he would eventually attack, pulled…","Deadly self-defense requires imminent danger. A vague future threat made days earlier, with Vance sitting unarmed and not approaching, does not justify immediate deadly force",C,"No, because there was no imminent threat justifying deadly force",Deadly self-defense requires an honest and reasonable belief in imminent unlawful deadly force or serious bodily harm; fear of future harm is not enough,A,"Yes, because Vance had threatened her in the past","115. ID 19289 | Pattern: After a bitter business dispute, Vance told Leah, ""Someday soon, I will make you pay."" Two days later, Leah saw Vance sitting unarmed at a cafe. Vance did not approach or threaten her. Leah, fearing he would eventually attack, pulled… | Trap: Deadly self-defense requires imminent danger. A vague future threat made days earlier, with Vance sitting unarmed and not approaching, does not justify immediate deadly force | Look for: C — No, because there was no imminent threat justifying deadly force. Rule: Deadly self-defense requires an honest and reasonable belief in imminent unlawful deadly force or serious bodily harm; fear of future harm is not enough",112
116,14590,"A store owner whose jewelry store had recently been robbed was shown by a police detective a photograph of the defendant, who previously had committed other similar crimes. The store owner examined the photograph and then asked the detective whether…","This out-of-court identification was in fact unnecessarily suggestive, and the proper remedy for such a violation is suppression of the in-court testimony, which renders this answer incorrect",D,"Yes, unless the prosecution demonstrates that the in-court identification is reliable","An out-of-court identification procedure is improper if it is unnecessarily suggestive, which this procedure (involving just one photograph and the detective's leading statement) plainly was. However, the prosecution has the opportunity to demonstrate the reliability of the in-court identification and still succeed…",C,"Yes, because the improper out-of-court identification has necessarily tainted any in- court identification.","116. ID 14590 | Pattern: A store owner whose jewelry store had recently been robbed was shown by a police detective a photograph of the defendant, who previously had committed other similar crimes. The store owner examined the photograph and then asked the detective whether… | Trap: This out-of-court identification was in fact unnecessarily suggestive, and the proper remedy for such a violation is suppression of the in-court testimony, which renders this answer incorrect | Look for: D — Yes, unless the prosecution demonstrates that the in-court identification is reliable. Rule: An out-of-court identification procedure is improper if it is unnecessarily suggestive, which this procedure (involving just one photograph and the detective's leading statement) plainly was. However, the prosecution has the opportunity to demonstrate the reliability of the in-court identification and still succeed…",133
117,19534,"A woman drove her car through the drive-through lane of a fast-food restaurant one afternoon. When she reached the microphone used to place orders, she said, ""There's a man across the street with a rifle. He can see everything you…",The woman never had lawful possession of the money and so cannot be convicted of embezzlement,D,Robbery or larceny,All the elements of larceny and robbery were present. The woman's threat of immediate harm to the clerk was sufficient to constitute the intimidation required for robbery,C,Robbery and larceny.,"117. ID 19534 | Pattern: A woman drove her car through the drive-through lane of a fast-food restaurant one afternoon. When she reached the microphone used to place orders, she said, ""There's a man across the street with a rifle. He can see everything you… | Trap: The woman never had lawful possession of the money and so cannot be convicted of embezzlement | Look for: D — Robbery or larceny. Rule: All the elements of larceny and robbery were present. The woman's threat of immediate harm to the clerk was sufficient to constitute the intimidation required for robbery",99
118,16173,"In a trial of a defendant for armed bank robbery, the prosecutor presented overwhelming evidence of guilt. Three tellers identified the defendant as the robber, a latent fingerprint found on the bank counter linked the defendant to the scene, and…",Do not let overwhelming evidence cure a directed guilty verdict; the jury must find every element beyond a reasonable doubt,D,"Reverse the conviction, because the judge’s action in directing the verdict denied the defendant his constitutional right to a trial by jury",A criminal defendant has a Sixth Amendment right to a jury trial. This right includes the right not to be convicted unless the jury finds that each element of the crime has been proved beyond a reasonable doubt,C,"Reverse the conviction, because the defense attorney’s failure to timely object to the judge’s action constituted ineffective assistance of counsel.","118. ID 16173 | Pattern: In a trial of a defendant for armed bank robbery, the prosecutor presented overwhelming evidence of guilt. Three tellers identified the defendant as the robber, a latent fingerprint found on the bank counter linked the defendant to the scene, and… | Trap: Do not let overwhelming evidence cure a directed guilty verdict; the jury must find every element beyond a reasonable doubt | Look for: D — Reverse the conviction, because the judge’s action in directing the verdict denied the defendant his constitutional right to a trial by jury. Rule: A criminal defendant has a Sixth Amendment right to a jury trial. This right includes the right not to be convicted unless the jury finds that each element of the crime has been proved beyond a reasonable doubt",133
119,16207,A marijuana farmer had been missing for several months. The sheriff’s department received an anonymous tip that a rival marijuana farmer had buried the missing farmer in a hillside about 200 yards from the rival farmer’s farmhouse. Sheriff’s deputies went…,"Do not use open-fields doctrine to save a custodial interrogation; once restrained and questioned, Miranda warnings are required",A,"grant the motion, because the rival farmer did not voluntarily waive his right to silence","When an individual is taken into custody by the authorities and is subjected to interrogation, he is entitled to a Miranda warning. When one deputy pinned the rival farmer’s arms behind his back, the rival farmer was clearly in “custody” (he was…",B,"grant the motion, because the statement was the product of the warrantless entry and search of the rival farmer’s farm.","119. ID 16207 | Pattern: A marijuana farmer had been missing for several months. The sheriff’s department received an anonymous tip that a rival marijuana farmer had buried the missing farmer in a hillside about 200 yards from the rival farmer’s farmhouse. Sheriff’s deputies went… | Trap: Do not use open-fields doctrine to save a custodial interrogation; once restrained and questioned, Miranda warnings are required | Look for: A — grant the motion, because the rival farmer did not voluntarily waive his right to silence. Rule: When an individual is taken into custody by the authorities and is subjected to interrogation, he is entitled to a Miranda warning. When one deputy pinned the rival farmer’s arms behind his back, the rival farmer was clearly in “custody” (he was…",128
120,14598,"The police had, over time, accumulated reliable information that a suspect operated a large cocaine-distribution network, that he and his accomplices often resorted to violence, and that they kept a small arsenal of weapons in his home. One day, the…",Police officers are allowed to use force to open a door pursuant to a proper search warrant,C,"denied, because the statement was volunteered","The suspect voluntarily made the statements at issue and they were not made during the course of a custodial interrogation, so they should not be suppressed",B,"granted, because the police failed to read the suspect his Miranda rights.","120. ID 14598 | Pattern: The police had, over time, accumulated reliable information that a suspect operated a large cocaine-distribution network, that he and his accomplices often resorted to violence, and that they kept a small arsenal of weapons in his home. One day, the… | Trap: Police officers are allowed to use force to open a door pursuant to a proper search warrant | Look for: C — denied, because the statement was volunteered. Rule: The suspect voluntarily made the statements at issue and they were not made during the course of a custodial interrogation, so they should not be suppressed",102
121,14561,"Suspecting that a defendant had slain his wife, police detectives persuaded one of the defendant's employees to remove a drinking glass from the defendant's office so that it could be used for fingerprint comparisons with a knife found near the…","The motion is premature; the grand jury is allowed to consider almost all kinds of evidence (fingerprints in this case), even if there was no probable cause for obtaining it",C,"denied, because motions based on the exclusionary rule are premature in grand jury proceedings",A motion to exclude illegally-obtained evidence is premature during grand jury proceedings and it should be denied,B,"granted, because the employee was acting as a police agent and his seizure of the glass without a warrant was unconstitutional.","121. ID 14561 | Pattern: Suspecting that a defendant had slain his wife, police detectives persuaded one of the defendant's employees to remove a drinking glass from the defendant's office so that it could be used for fingerprint comparisons with a knife found near the… | Trap: The motion is premature; the grand jury is allowed to consider almost all kinds of evidence (fingerprints in this case), even if there was no probable cause for obtaining it | Look for: C — denied, because motions based on the exclusionary rule are premature in grand jury proceedings. Rule: A motion to exclude illegally-obtained evidence is premature during grand jury proceedings and it should be denied",114
122,20472,"A man went to a car dealer. The dealer showed him a car that he said was “brand new.” The man checked the odometer, which showed it had been driven 10 miles, and checked the interior and engine, which looked…",Do not confuse larceny by trick with false pretenses; fraud that induces transfer of title is false pretenses,B,False pretenses,"Here, the dealer was clearly not already in lawful possession of the man's money before the man gave it to him based on his belief he was buying a new car",A,Larceny by trick.,"122. ID 20472 | Pattern: A man went to a car dealer. The dealer showed him a car that he said was “brand new.” The man checked the odometer, which showed it had been driven 10 miles, and checked the interior and engine, which looked… | Trap: Do not confuse larceny by trick with false pretenses; fraud that induces transfer of title is false pretenses | Look for: B — False pretenses. Rule: Here, the dealer was clearly not already in lawful possession of the man's money before the man gave it to him based on his belief he was buying a new car",104
123,18980,"During the defendant's felony fraud trial, the jury sends a note to the judge asking for clarification on the definition of ""intent to defraud."" The judge, without notifying defense counsel or the defendant, convenes in chambers with the prosecutor and…",A supplemental instruction responding to a jury question about an element of the offense directly affects the jury's deliberative process and the defendant's understanding of what must be proved,C,"Yes, because the in-chambers supplemental instruction to the jury on an element of the offense is a critical stage, and the defendant had no opportunity to…","The Sixth Amendment and Due Process Clause guarantee a defendant the right to be present at all stages of trial where the defendant's presence has a reasonably substantial relation to the fullness of the opportunity to defend; this includes jury selection, witness…",D,"Yes, and the error automatically requires reversal because ex parte judicial communications with the prosecution are a structural defect","123. ID 18980 | Pattern: During the defendant's felony fraud trial, the jury sends a note to the judge asking for clarification on the definition of ""intent to defraud."" The judge, without notifying defense counsel or the defendant, convenes in chambers… | Trap: A supplemental instruction responding to a jury question about an element of the offense directly affects the jury's deliberative process and the defendant's understanding of what must be… | Look for: C — Yes, because the in-chambers supplemental instruction to the jury on an element of the offense is a critical stage, and the defendant had no…. Rule: The Sixth Amendment and Due Process Clause guarantee a defendant the right to be present at all stages of trial where the defendant's presence has a reasonably substantial relation to the fullness of the opportunity to defend; this…",139
124,17490,"Officers arrested Ray, gave Miranda warnings, and obtained a written waiver. Officers then interrogated Ray for sixteen hours without a break, denying his requests for food, sleep, and bathroom access. Ray was kept in a windowless room with bright lights.…",Miranda compliance and Due Process voluntariness are independent requirements,C,"Yes, because the totality of circumstances — sixteen-hour interrogation, denial of food and sleep, sensory deprivation — likely overbore Ray's will, rendering the confession involuntary","A confession is involuntary under the Due Process Clause if, under the totality of circumstances, police conduct overbore the suspect's will; Miranda compliance does not immunize a confession from a separate voluntariness challenge",A,"No, because Ray received Miranda warnings and executed a written waiver, establishing that his statements were voluntary","124. ID 17490 | Pattern: Officers arrested Ray, gave Miranda warnings, and obtained a written waiver. Officers then interrogated Ray for sixteen hours without a break, denying his requests for food, sleep, and bathroom access. Ray was kept in a windowless room with bright lights.… | Trap: Miranda compliance and Due Process voluntariness are independent requirements | Look for: C — Yes, because the totality of circumstances — sixteen-hour interrogation, denial of food and sleep, sensory deprivation — likely overbore Ray's will, rendering the confession involuntary. Rule: A confession is involuntary under the Due Process Clause if, under the totality of circumstances, police conduct overbore the suspect's will; Miranda compliance does not immunize a confession from a separate voluntariness challenge",120
125,21789,"After Theo is indicted for murder, the court orders a psychiatric exam to determine competency. Without notifying defense counsel, the prosecutor also asks the psychiatrist to question Theo about future dangerousness for use at sentencing. The psychiatrist does so and…",A government-arranged exam can elicit incriminating information for prosecution purposes after attachment,A,The use of the statements is problematic because counsel was not notified that the exam would be used to elicit sentencing evidence,"After the right to counsel attaches, the government may violate the Sixth Amendment by using a court-ordered psychiatric examination to elicit incriminating statements without notice to counsel about the examination's prosecutorial purpose",C,There is no issue because sentencing is not part of the criminal case,"125. ID 21789 | Pattern: After Theo is indicted for murder, the court orders a psychiatric exam to determine competency. Without notifying defense counsel, the prosecutor also asks the psychiatrist to question Theo about future dangerousness for use at sentencing. The psychiatrist does so and… | Trap: A government-arranged exam can elicit incriminating information for prosecution purposes after attachment | Look for: A — The use of the statements is problematic because counsel was not notified that the exam would be used to elicit sentencing evidence. Rule: After the right to counsel attaches, the government may violate the Sixth Amendment by using a court-ordered psychiatric examination to elicit incriminating statements without notice to counsel about the examination's prosecutorial purpose",119
126,18407,"Police knock at an apartment shared by two residents. Both are standing at the door. One resident says, ""You can search the apartment."" The other immediately says, ""No, I do not consent."" Police enter anyway and find evidence in the…",A physically present co-occupant's express refusal can defeat consent by another occupant,B,"No, because a present co-occupant with common authority expressly objected",Consent from one occupant generally cannot override the express refusal of a physically present co-occupant with common authority,A,"Yes, because consent from any occupant with common authority is always enough","126. ID 18407 | Pattern: Police knock at an apartment shared by two residents. Both are standing at the door. One resident says, ""You can search the apartment."" The other immediately says, ""No, I do not consent."" Police enter anyway and find evidence in the… | Trap: A physically present co-occupant's express refusal can defeat consent by another occupant | Look for: B — No, because a present co-occupant with common authority expressly objected. Rule: Consent from one occupant generally cannot override the express refusal of a physically present co-occupant with common authority",93
127,18501,"A grand jury subpoena orders Dana, the sole owner of a small business, to produce ""all ledgers showing cash payments from the unlicensed gambling room."" The government does not know whether such ledgers exist or whether Dana has them. Dana…",Voluntarily created document contents are not automatically privileged. The issue is the testimonial act of producing them,C,"Producing the ledgers may be testimonial because it would admit existence, possession, and authenticity of documents the government cannot otherwise identify","The contents of voluntarily created documents are not privileged merely because they are incriminating, but a compelled act of production may have testimonial significance unless immunity or another doctrine removes the risk",A,The subpoena is invalid because the contents of all business records are automatically privileged,"127. ID 18501 | Pattern: A grand jury subpoena orders Dana, the sole owner of a small business, to produce ""all ledgers showing cash payments from the unlicensed gambling room."" The government does not know whether such ledgers exist or whether Dana has them. Dana… | Trap: Voluntarily created document contents are not automatically privileged. The issue is the testimonial act of producing them | Look for: C — Producing the ledgers may be testimonial because it would admit existence, possession, and authenticity of documents the government cannot otherwise identify. Rule: The contents of voluntarily created documents are not privileged merely because they are incriminating, but a compelled act of production may have testimonial significance unless immunity or another doctrine removes the risk",123
128,16144,A man asked his girlfriend to lend him something he could use to break into his neighbor’s padlocked storage shed in order to steal a lawn mower. She handed him a crowbar. He took the crowbar but then found a…,Do not require the exact tool supplied to be used; encouragement with intent can make the helper an accomplice to the completed crimes,A,Burglary and larceny,"If A, while having the mental state for crime X, aids, abets, encourages or assists B to commit crime X, and B in fact commits crime X, A is guilty of crime X as an accomplice",C,"Larceny, but not burglary, because she provided no actual assistance to the breaking but received a benefit from the larceny.","128. ID 16144 | Pattern: A man asked his girlfriend to lend him something he could use to break into his neighbor’s padlocked storage shed in order to steal a lawn mower. She handed him a crowbar. He took the crowbar but then found a… | Trap: Do not require the exact tool supplied to be used; encouragement with intent can make the helper an accomplice to the completed crimes | Look for: A — Burglary and larceny. Rule: If A, while having the mental state for crime X, aids, abets, encourages or assists B to commit crime X, and B in fact commits crime X, A is guilty of crime X as an accomplice",115
129,16035,"During a trip across the United States, a man used an Internet company that allowed people to rent out their homes to travelers. The man picked a nice home near the Grand Canyon that the defendant was renting out while…","A, B, and C are therefore incorrect",D,denied,"The Fourth Amendment only protects people from searches and seizures that are carried out by or on behalf of the government. Consequently, if the government is not involved in the search, the Fourth Amendment does not apply",A,"granted, because by turning the evidence over to the police, the man acted as a de facto agent of the government.","129. ID 16035 | Pattern: During a trip across the United States, a man used an Internet company that allowed people to rent out their homes to travelers. The man picked a nice home near the Grand Canyon that the defendant was renting out while… | Trap: A, B, and C are therefore incorrect | Look for: D — denied. Rule: The Fourth Amendment only protects people from searches and seizures that are carried out by or on behalf of the government. Consequently, if the government is not involved in the search, the Fourth Amendment does not apply",98
130,18620,Holly decided to empty an old gasoline can by pouring its contents down a storm drain behind her house. She did not know or think about where the drain led. The drain connected to a sewer line adjacent to an…,MPC purpose means the defendant consciously desired to cause the specific result (the fire or injury),C,"Recklessness, because Holly consciously disregarded a substantial and unjustifiable risk after being warned","Under the MPC, recklessness is conscious disregard of a substantial and unjustifiable risk; negligence is failure to be aware of a substantial and unjustifiable risk that a reasonable person would have perceived",D,"Negligence, because Holly failed to recognize a risk that a reasonable person would have perceived","130. ID 18620 | Pattern: Holly decided to empty an old gasoline can by pouring its contents down a storm drain behind her house. She did not know or think about where the drain led. The drain connected to a sewer line adjacent to an… | Trap: MPC purpose means the defendant consciously desired to cause the specific result (the fire or injury) | Look for: C — Recklessness, because Holly consciously disregarded a substantial and unjustifiable risk after being warned. Rule: Under the MPC, recklessness is conscious disregard of a substantial and unjustifiable risk; negligence is failure to be aware of a substantial and unjustifiable risk that a reasonable person would have perceived",114
131,14565,"A defendant was charged with manslaughter. At the preliminary hearing, the magistrate dismissed the charge on the ground that the evidence was insufficient. The prosecutor then brought the case before a grand jury. After hearing the evidence presented by the…","Although the motion should be denied, the reasoning is based on the fact that jeopardy does not attach during grand jury investigations, as stated above",A,"No, because jeopardy had not attached before either grand jury was impaneled",The prosecution was within its power to secure the indictment by waiting for a new grand jury because there is no jeopardy during grand jury investigations,D,"Yes, because bringing the case before the second grand jury violated the double jeopardy clause.","131. ID 14565 | Pattern: A defendant was charged with manslaughter. At the preliminary hearing, the magistrate dismissed the charge on the ground that the evidence was insufficient. The prosecutor then brought the case before a grand jury. After hearing the evidence presented by the… | Trap: Although the motion should be denied, the reasoning is based on the fact that jeopardy does not attach during grand jury investigations, as stated above | Look for: A — No, because jeopardy had not attached before either grand jury was impaneled. Rule: The prosecution was within its power to secure the indictment by waiting for a new grand jury because there is no jeopardy during grand jury investigations",116
