barmatrix_question_id,percent_correct,correct_answer,most_popular_wrong_answer,heuristic_class,trap_hits,choice_len_avg,charge_menu_score
14676,74.0,A,B,homicide,mental_state_gradient;lesser_greater_offense_ladder,45,0
18029,62.0,C,A,defenses_justification_excuse,constitutional_threshold,61.5,0
19042,42.0,A,D,defenses_justification_excuse,lesser_greater_offense_ladder,76.8,2
18518,60.0,B,A,fourth_amendment_search_seizure,constitutional_threshold,79.5,0
21273,70.0,B,C,inchoate,conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,65.5,3
18992,50.0,C,A,fourth_amendment_search_seizure,mental_state_gradient;constitutional_threshold;remedy_vs_right;exception_to_exception,152,2
20654,58.0,C,A,defenses_justification_excuse,,96.5,0
14556,21.0,D,B,assault_battery_sex_kidnap,constitutional_threshold,70.2,1
16160,,A,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,26.2,3
18273,62.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient,62,0
19369,56.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,73.5,0
16095,,A,B,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,96.2,2
20996,60.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient,59.5,0
18864,60.0,A,B,fourth_amendment_search_seizure,constitutional_threshold,82.5,0
21770,58.0,C,A,defenses_justification_excuse,conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder;exception_to_exception,75.5,0
20168,50.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,93,2
14649,72.0,D,A,theft_property_crimes,attempt_preparation_line,75.8,1
20227,58.0,A,B,sixth_trial_rights,timing_status_at_moment;constitutional_threshold,89.2,0
16064,,B,C,inchoate,element_missing_despite_bad_intent;mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,66,1
19500,52.0,B,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,115,2
21196,50.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,75.2,2
14637,70.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,74.8,0
14665,76.0,D,A,defenses_justification_excuse,mental_state_gradient;lesser_greater_offense_ladder,89.5,1
18228,45.0,C,D,sixth_trial_rights,constitutional_threshold,112.5,1
16065,42.0,D,C,homicide,lesser_greater_offense_ladder,82.2,0
14745,68.0,A,C,homicide,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,31,0
17486,46.0,A,B,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right;exception_to_exception,83.8,1
20836,60.0,B,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,78.5,1
21031,60.0,A,B,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,83.5,2
18721,62.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,75.2,3
21367,48.0,C,A,sixth_trial_rights,timing_status_at_moment;remedy_vs_right,130.2,1
14701,84.0,A,C,homicide,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,100.5,3
21596,55.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,89.5,1
14569,40.0,D,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,105.8,0
18111,73.0,C,A,theft_property_crimes,,62.5,0
14657,43.0,B,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,25.8,2
14708,66.0,C,D,inchoate,attempt_preparation_line;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,99.8,0
21706,60.0,C,A,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,106.8,0
21539,62.0,C,A,inchoate,conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder;constitutional_threshold;exception_to_exception,87.5,2
14727,58.0,B,C,homicide,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,77.2,1
19762,55.0,C,A,homicide,element_missing_despite_bad_intent;lesser_greater_offense_ladder,101.8,2
21081,60.0,C,A,homicide,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,142.8,3
16110,,D,D,homicide,timing_status_at_moment,221.2,3
16190,,C,D,sixth_trial_rights,lesser_greater_offense_ladder;constitutional_threshold,124.5,2
20708,75.0,A,B,theft_property_crimes,lesser_greater_offense_ladder,56.5,2
21763,60.0,C,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,74.2,0
18323,72.0,A,B,fourth_amendment_search_seizure,constitutional_threshold,75.8,0
21476,64.0,B,A,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,76,2
19105,60.0,A,B,fourth_amendment_search_seizure,constitutional_threshold,77.2,0
21651,62.0,C,A,mens_rea_actus_reus,mental_state_gradient,76.8,0
21460,61.0,C,A,mens_rea_actus_reus,timing_status_at_moment,88.5,0
21410,61.0,A,B,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,71.5,3
16097,40.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold,72.8,0
17149,64.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,68.2,1
19771,62.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,82.5,0
16002,47.0,B,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient,110.8,0
20580,60.0,B,A,inchoate,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,67.8,3
18342,46.0,A,B,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,88.8,2
21650,50.0,A,B,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,78.8,1
21076,60.0,C,A,mens_rea_actus_reus,lesser_greater_offense_ladder;constitutional_threshold,90.8,1
17225,60.0,A,C,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,59.5,1
16071,,B,A,theft_property_crimes,timing_status_at_moment,390.5,2
18002,52.0,C,A,homicide,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,66,2
14731,82.0,B,D,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,75.8,0
18944,70.0,A,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold,62.2,0
16117,,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent;lesser_greater_offense_ladder,63.5,1
20812,60.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,71.2,0
21869,62.0,B,A,fourth_amendment_search_seizure,constitutional_threshold;exception_to_exception,75.8,0
16179,,D,B,sixth_trial_rights,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder;remedy_vs_right,81.5,0
21168,63.0,C,A,mens_rea_actus_reus,lesser_greater_offense_ladder,64,0
21357,62.0,B,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,76.2,3
18861,62.0,C,A,defenses_justification_excuse,timing_status_at_moment,73.2,0
20127,50.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,90.5,1
21024,47.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,72.5,0
19289,68.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment,58.5,0
14590,42.0,D,C,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,98.5,1
19534,48.0,D,C,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,22.5,4
16173,,D,C,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,136,0
16207,,A,B,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,100.5,0
14598,88.0,C,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,69.5,0
14561,70.0,C,B,sixth_trial_rights,constitutional_threshold;remedy_vs_right,112.2,0
20472,60.0,B,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,16.8,3
18980,44.0,C,D,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;constitutional_threshold;remedy_vs_right,162,0
17490,50.0,C,A,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,138.5,2
21789,48.0,A,C,sentencing_eighth_appeal_habeas,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,86.5,0
18407,60.0,B,A,fourth_amendment_search_seizure,constitutional_threshold,71,0
18501,48.0,C,A,fifth_miranda_confessions,constitutional_threshold,109.5,0
16144,,A,C,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,77.2,2
16035,,D,A,fourth_amendment_search_seizure,remedy_vs_right,71.2,0
18620,48.0,C,D,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,101.5,0
14565,54.0,A,D,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder,81.8,0
18017,60.0,B,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,73,3
19155,62.0,C,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,67.5,1
16100,,A,D,homicide,lesser_greater_offense_ladder,60.2,0
18466,46.0,C,A,sentencing_eighth_appeal_habeas,constitutional_threshold,125.8,0
18125,48.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,112.5,0
14564,70.0,B,D,sixth_trial_rights,lesser_greater_offense_ladder;exception_to_exception,101,0
19143,71.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold,76.8,0
20426,65.0,A,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,92.2,2
16094,,D,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient,76.2,0
16086,,A,B,theft_property_crimes,timing_status_at_moment;constitutional_threshold,111,1
20090,45.0,A,D,mens_rea_actus_reus,mental_state_gradient,86.5,0
21143,63.0,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,69.5,1
17367,47.0,A,C,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,83,2
20658,50.0,A,B,inchoate,conspiracy_scope_withdrawal_merger,78.5,1
14728,77.0,D,B,theft_property_crimes,lesser_greater_offense_ladder,81.8,4
18678,72.0,B,A,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,85.2,2
16072,,B,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,106.8,0
20672,48.0,C,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger,79,1
19484,48.0,B,A,homicide,constitutional_threshold,109.5,0
18850,46.0,C,A,sentencing_eighth_appeal_habeas,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,221.2,0
19360,50.0,C,A,sixth_trial_rights,remedy_vs_right,133.2,1
18031,52.0,C,A,defenses_justification_excuse,timing_status_at_moment;conspiracy_scope_withdrawal_merger,66.5,0
19133,73.0,C,B,homicide,timing_status_at_moment;lesser_greater_offense_ladder,93,1
14625,34.0,A,C,assault_battery_sex_kidnap,timing_status_at_moment;lesser_greater_offense_ladder,77,5
17246,59.0,C,A,defenses_justification_excuse,,75,0
14690,68.0,B,D,inchoate,conspiracy_scope_withdrawal_merger,88,1
17828,44.0,B,A,sentencing_eighth_appeal_habeas,lesser_greater_offense_ladder,163.2,0
21084,70.0,A,B,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,72,2
16053,,A,C,homicide,lesser_greater_offense_ladder,105,2
16119,,C,A,accomplice_party_liability,timing_status_at_moment,88.2,3
20475,50.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,108.8,0
14726,71.0,A,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,106,2
18296,44.0,C,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,154.2,0
21130,65.0,C,B,homicide,lesser_greater_offense_ladder,94.8,2
17324,62.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,68.5,0
16178,,A,C,fourth_amendment_search_seizure,constitutional_threshold,104,0
19033,58.0,B,C,mens_rea_actus_reus,mental_state_gradient;lesser_greater_offense_ladder,93.2,0
18239,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,91.8,0
18493,62.0,C,A,exclusion_double_jeopardy_due_process,mental_state_gradient;lesser_greater_offense_ladder,122.2,0
16063,,B,A,homicide,mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,337.2,1
19972,46.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,122,0
14566,60.0,C,D,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder,137.2,0
19347,55.0,C,A,exclusion_double_jeopardy_due_process,timing_status_at_moment;mental_state_gradient,153.8,0
14584,58.0,C,B,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,109,0
18406,63.0,C,A,sixth_trial_rights,constitutional_threshold;remedy_vs_right,112.2,0
18703,48.0,C,A,theft_property_crimes,constitutional_threshold,94,1
21074,48.0,C,A,sixth_trial_rights,conspiracy_scope_withdrawal_merger;constitutional_threshold;remedy_vs_right,142.5,2
14638,76.0,D,A,mens_rea_actus_reus,,103.2,0
14615,30.0,B,D,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,71.5,0
16180,,C,D,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment,108,0
17286,61.0,A,C,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,76.8,0
19863,70.0,A,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;exception_to_exception,68.5,0
16003,,B,D,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,416.5,0
14712,89.0,B,A,theft_property_crimes,lesser_greater_offense_ladder,24.2,0
20936,47.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent;timing_status_at_moment;attempt_preparation_line,105.2,3
16196,,B,B,fourth_amendment_search_seizure,element_missing_despite_bad_intent;timing_status_at_moment;constitutional_threshold;remedy_vs_right,121.8,0
18690,57.0,B,A,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,114,0
16108,,A,B,homicide,mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,96,3
20320,50.0,C,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,104.5,0
14602,87.0,D,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,111.2,0
21344,65.0,B,A,fourth_amendment_search_seizure,mental_state_gradient;constitutional_threshold;remedy_vs_right;exception_to_exception,82.2,0
17930,70.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient;constitutional_threshold,81.5,0
18581,48.0,C,A,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,136.8,0
14694,83.0,A,C,homicide,attempt_preparation_line;lesser_greater_offense_ladder,105.8,5
17993,50.0,C,A,mens_rea_actus_reus,timing_status_at_moment;lesser_greater_offense_ladder,57.5,1
16103,,D,A,mens_rea_actus_reus,mental_state_gradient,79.8,0
20225,62.0,C,A,theft_property_crimes,,63,1
20122,45.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,111.5,2
19602,60.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient;remedy_vs_right,63,1
18385,65.0,A,B,sixth_trial_rights,element_missing_despite_bad_intent;timing_status_at_moment;constitutional_threshold;remedy_vs_right,78.8,0
16105,,D,A,inchoate,element_missing_despite_bad_intent;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,117.2,3
19955,60.0,B,A,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,68.5,2
14560,72.0,A,D,sentencing_eighth_appeal_habeas,lesser_greater_offense_ladder;constitutional_threshold,63.8,0
21867,59.0,C,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,75.5,1
14585,77.0,B,D,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,177.5,0
19175,72.0,B,A,defenses_justification_excuse,,68.2,0
20793,60.0,C,A,theft_property_crimes,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,77,0
21157,50.0,C,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,130.5,0
17959,70.0,A,C,fourth_amendment_search_seizure,,67.8,0
18759,60.0,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,116.2,2
14568,45.0,C,A,sixth_trial_rights,remedy_vs_right,114.8,0
16195,,C,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;exception_to_exception,84,0
16125,,A,B,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,23.2,4
20228,60.0,C,B,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,117.5,0
14587,58.0,C,B,sixth_trial_rights,timing_status_at_moment,77.8,0
14595,73.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,106.8,0
18400,58.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,97.2,1
14639,96.0,A,D,defenses_justification_excuse,lesser_greater_offense_ladder,123.8,0
19712,48.0,C,B,sentencing_eighth_appeal_habeas,,95,0
18329,55.0,C,A,fifth_miranda_confessions,,143.8,0
19027,48.0,C,A,homicide,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder;constitutional_threshold,73,3
20691,62.0,C,B,mens_rea_actus_reus,,109.5,0
17647,58.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder;constitutional_threshold,96.5,0
19462,58.0,B,A,fourth_amendment_search_seizure,mental_state_gradient;constitutional_threshold;remedy_vs_right;exception_to_exception,89.5,1
16043,63.0,C,D,homicide,mental_state_gradient;lesser_greater_offense_ladder,109.2,5
21040,72.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,64.5,0
14718,65.0,A,C,mens_rea_actus_reus,mental_state_gradient,106.8,2
14626,61.0,A,C,sixth_trial_rights,constitutional_threshold;remedy_vs_right,82.5,0
18352,55.0,C,A,sixth_trial_rights,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,136,1
21058,58.0,C,B,assault_battery_sex_kidnap,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,99.8,2
19886,74.0,A,B,fourth_amendment_search_seizure,constitutional_threshold,72.5,0
21619,58.0,C,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,128.2,0
16073,,D,D,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,22.2,2
18415,63.0,C,A,fifth_miranda_confessions,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,82.8,2
20034,48.0,C,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,118.2,0
17055,58.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,80.2,0
19554,55.0,A,B,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,73,3
18109,60.0,A,C,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,100.8,1
16124,,C,D,homicide,lesser_greater_offense_ladder,68.5,2
14596,28.0,B,C,defenses_justification_excuse,,19,0
18376,70.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,70.2,0
21306,60.0,C,A,homicide,element_missing_despite_bad_intent;constitutional_threshold;exception_to_exception,180,1
17538,62.0,A,B,theft_property_crimes,lesser_greater_offense_ladder;exception_to_exception,75.8,2
14681,52.0,D,A,homicide,lesser_greater_offense_ladder,50.8,1
14630,73.0,D,A,mens_rea_actus_reus,attempt_preparation_line,81.5,3
21675,46.0,C,A,homicide,lesser_greater_offense_ladder,85.5,0
16143,,D,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,42.8,0
21797,55.0,C,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,106.5,0
16174,,D,A,sixth_trial_rights,element_missing_despite_bad_intent,50.5,0
16163,,D,C,homicide,mental_state_gradient;lesser_greater_offense_ladder,32.2,4
16199,,C,D,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,71.5,0
16022,,B,A,homicide,timing_status_at_moment,64.8,0
16051,,A,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,108.8,0
21494,60.0,C,B,homicide,timing_status_at_moment;conspiracy_scope_withdrawal_merger,115.8,0
21640,48.0,B,A,fourth_amendment_search_seizure,constitutional_threshold;exception_to_exception,77.8,0
14572,59.0,A,B,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder,146.5,0
14644,51.0,D,A,sixth_trial_rights,element_missing_despite_bad_intent;mental_state_gradient,94,0
16034,48.0,C,A,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient,100.8,0
16023,,A,B,assault_battery_sex_kidnap,timing_status_at_moment,97,2
19459,62.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,75.5,2
19951,62.0,C,A,defenses_justification_excuse,timing_status_at_moment,63.5,0
19636,58.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,82.5,0
20055,55.0,B,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,70.8,2
21374,74.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,54.5,1
14633,59.0,A,C,defenses_justification_excuse,,86.8,0
14555,70.0,C,A,exclusion_double_jeopardy_due_process,mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,93.2,1
16184,,B,C,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,126.5,0
16147,,B,C,theft_property_crimes,element_missing_despite_bad_intent;attempt_preparation_line;lesser_greater_offense_ladder,62.5,3
19309,58.0,C,B,theft_property_crimes,,72.8,0
16052,63.0,B,A,mens_rea_actus_reus,timing_status_at_moment,97,2
14715,81.0,D,C,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,19.2,0
20903,62.0,C,A,exclusion_double_jeopardy_due_process,lesser_greater_offense_ladder,137,1
17893,48.0,C,A,theft_property_crimes,timing_status_at_moment;constitutional_threshold,69.5,0
16007,68.0,C,D,assault_battery_sex_kidnap,,83.5,2
16068,60.0,B,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,67.2,1
17894,60.0,C,A,fourth_amendment_search_seizure,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,119.2,0
20961,58.0,C,A,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right,102.2,0
18356,44.0,B,D,sentencing_eighth_appeal_habeas,timing_status_at_moment;exception_to_exception,178.5,0
20542,50.0,A,B,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,78.8,1
16084,60.0,D,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,104.8,2
17187,60.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder;constitutional_threshold,60.2,0
19083,60.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,64.8,0
20205,60.0,C,A,homicide,conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,126,2
14567,60.0,A,B,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,63.8,0
18020,52.0,A,B,exclusion_double_jeopardy_due_process,remedy_vs_right,93.5,2
16130,,A,D,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient;conspiracy_scope_withdrawal_merger,117.2,2
21875,55.0,B,C,fourth_amendment_search_seizure,constitutional_threshold,58,0
16026,,D,D,theft_property_crimes,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,49.5,3
14554,56.0,D,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,65.2,0
20165,62.0,A,C,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right,71.8,0
20108,58.0,C,A,defenses_justification_excuse,mental_state_gradient;lesser_greater_offense_ladder,71.8,1
17590,58.0,C,B,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,78.2,0
16189,,D,A,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,98,1
17712,48.0,C,A,fifth_miranda_confessions,timing_status_at_moment;remedy_vs_right,133.8,0
20700,42.0,D,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,537.8,6
18335,47.0,A,B,homicide,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,90.2,4
18032,48.0,C,A,fifth_miranda_confessions,constitutional_threshold;remedy_vs_right,129.5,0
14559,84.0,A,D,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,91.2,0
16114,,B,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,95.2,3
20953,55.0,B,A,homicide,lesser_greater_offense_ladder,69.5,2
20689,45.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;mental_state_gradient,92.2,1
16024,50.0,C,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,104,2
20889,65.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold,69.2,0
14558,40.0,D,B,defenses_justification_excuse,element_missing_despite_bad_intent,93.5,0
20476,52.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,141,1
20516,50.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent,80.8,0
16083,,C,A,homicide,lesser_greater_offense_ladder,73.8,0
